!	0-61	0-61	62-73	62-73	74-97	74-80	81-92	93-108	98-108
!	!	!	!	!	!	!	!	!	!
!	1.20	1.20	1.20	1.20	1.20	1.20	1.20	0.88	1.20
!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?
!	67	67	75	75	87	87	87	106	106
!	-5	!	-5	!	-5	!	!	!	-5
!	-1	-1	16	16	16	16	16	4	4
!	!	!	!	!	!	!	!	!	!
!	293	372	313	441	372	641	579	663	456
!	2.1	2.1	2.1	2.1	2.1	2.1	2.1	2.1	2.1
!	!	!	!	!	!	!	!	!	!
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	8.709	8.709	8.709	8.709	8.709	8.709	8.709	8.709	8.709
!	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3
!	1.218	1.218	1.218	1.218	1.218	1.218	1.218	1.218	1.218
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
!	!	!	!	!	!	!	!	!	!
!	1.441	1.441	1.359	1.441	1.441	1.441	1.441	1.441	1.441
!	100.0	100.0	100.0	100.0	84.2	88.4	77.9	70.6	79.0
!	2.319	2.319	2.319	2.319	2.319	2.319	2.319	2.319	2.319
!	!	!	!	!	!	!	!	!	!
!	5062	5062	5062	5062	5062	5062	5062	5062	5062
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?
!	0	0	0	0	0	0	0	0	0
!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!
