!	75-92	93-99	100-108
!	!	!	!
!	8.64	11.24	8.40
!	!	!	!
!	1	1	1
?	?	?	?
!	88	109	109
!	!	!	!
!	-21	12	12
!	!	!	!
!	274	274	274
!	!	!	!
!	!	!	!
!	!	!	!
!	0.230	0.138	0.138
!	28.198	28.198	28.198
!	!	!	!
!	0.242	0.242	0.242
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	0.138	0.138	0.138
!	7.349	6.361	4.529
!	65.3	62.2	49.6
!	1.060	1.060	1.060
!	!	!	!
!	4837	4837	4837
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.460	5.460	5.460
!	!	!	!
!	!	!	!
!	!	!	!
!	0.010	0.010	0.010
!	5.460	5.460	5.460
!	!	!	!
!	!	!	!
!	!	!	!
!	7.0	7.0	7.0
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
?	?	?	?
!	!	!	!
!	!	!	!
